Hợp đồng ID,Mã nội bộ,Loại HĐ,Tên hợp đồng (仕様),Dịch vụ,Số tiền (請求金額),Số lần/năm,Tên Genba (物件名),MCD,Khách hàng (取引先/支店),Ghi chú (備考),Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Tháng 1,Tháng 2,Tháng 3
f99c7273-3ffa-4546-894d-6ba46de75b7f,TEIKI-3413C977,RECEIVING,専有部フィルター清掃,専有部フィルター清掃,0.0,4,新なにわ筋中川ビル,41040052,ハウズビル不,3.6.9.12月,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
979a0073-e73e-48c8-bb6e-b528cd1a6bad,TEIKI-C1FCF803,RECEIVING,専用部定期清掃,専用部定期清掃,14000.0,6,江戸堀ＫＮビル,41030050,ハウズビル不,Ｈ28.12月より変更,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎
6a6aaa11-349a-49c3-9da4-8a7dffa6baf3,TEIKI-B1DEB0E7,RECEIVING,定期清掃,定期清掃,40000.0,6,江戸堀ＫＮビル,41030050,ハウズビル不,Ｈ28.12月より変更,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎
cb16f359-88ac-42fe-b5b3-1232a7ba5725,TEIKI-B60EDAED,RECEIVING,ガラス清掃,ガラス清掃,40000.0,6,江戸堀ＫＮビル,41030050,ハウズビル不,Ｈ28.12月より変更,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎
521a4078-49c2-4def-869b-07a70fa7078e,TEIKI-FB41BC02,RECEIVING,フィルター清掃,フィルター清掃,28500.0,2,江戸堀ＫＮビル,41030050,ハウズビル不,Ｈ28.12月より変更,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
0f8a6641-b024-4da7-b1b3-a648f332f56d,TEIKI-0CF59E97,RECEIVING,定期清掃,定期清掃,48000.0,4,パークテラス北花田,41040266,ハウズビル不,,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
4c0c93dc-1c06-4a73-91bd-7b26fced0ee6,TEIKI-BB303664,RECEIVING,空調点検業務,空調点検業務,36800.0,4,新なにわ筋中川ビル,41040052,ハウズビル不,12月に4ケ月分一括請求,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
689c3993-7c03-4aab-a453-b50cf3a765dc,TEIKI-2B34FEFD,RECEIVING,空調点検業務,空調点検業務,32200.0,4,新天王寺田中ビル,41040053,ハウズビル不,12月に4ケ月分一括請求,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
b03c9dec-db60-4d96-b7a9-922c17d19c28,TEIKI-88BD5C22,RECEIVING,定期清掃,定期清掃,45000.0,2,ルクレ堺筋本町レジデンス,70002264,ハウズビル不,6.12,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
87ef9531-0b7e-4646-ad91-ffb29cb86a3c,TEIKI-8752DCA8,RECEIVING,雑排水管清掃,雑排水管清掃,240000.0,1,ＢＲＡＶＩ南船場,70002169,ハウズビル不,Ｈ33.3月（3年ごと）,-,-,-,-,-,-,-,-,-,-,-,⚫︎
0be78058-2065-4fb0-8c00-83bc3fb7536f,TEIKI-883BDC99,RECEIVING,定期清掃,定期清掃,45000.0,2,茨木第二ビル,70003020,ハウズビル不,5.11　お知らせ山本Ｋ作成,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
ad7bdf38-27b2-4ded-ad80-8d3614313e9e,TEIKI-29056887,RECEIVING,ガラス清掃,ガラス清掃,60000.0,2,茨木第二ビル,70003020,ハウズビル不,5.11　お知らせ山本Ｋ作成,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
a769b210-c2a8-418f-93fb-238d8327574e,TEIKI-52700478,RECEIVING,フィルター清掃,フィルター清掃,45000.0,2,茨木第二ビル,70003020,ハウズビル不,5.11　お知らせ山本Ｋ作成,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
248bca46-dd9e-4647-8979-f0bfbe3a225c,TEIKI-1D6E7A6F,RECEIVING,植栽剪定作業,植栽剪定作業,45000.0,1,茨木第二ビル,70003020,ハウズビル不,4　　お知らせ山本Ｋ作成,⚫︎,-,-,-,-,-,-,-,-,-,-,-
f6a432d8-fc2e-464c-8fc1-e5d0b30f6da9,TEIKI-A3ED7BA5,RECEIVING,害虫駆除点検業務,害虫駆除点検業務,18000.0,2,茨木第二ビル,70003020,ハウズビル不,5.11　お知らせ山本Ｋ作成,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
1bc51262-b247-4d25-8b1e-e0c9b7728bae,TEIKI-2B467FD6,RECEIVING,定期清掃,定期清掃,75000.0,4,ルクレ阿波座レジデンス,70002265,ハウズビル不,3.6.9.12,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
da21aee1-9a71-4302-931e-fc987b3b8202,TEIKI-DF3E361D,RECEIVING,定期清掃（床面清掃）,定期清掃（床面清掃）,111483.0,4,任天堂株式会社本社開発棟,70002342,ハウズビル不,年4回（3.6.9.12）,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
660791cb-3479-4eac-afd0-a01cd0654514,TEIKI-202F6716,RECEIVING,定期清掃（ステンレス清拭）,定期清掃（ステンレス清拭）,5000.0,4,任天堂株式会社本社開発棟,70002342,ハウズビル不,年4回（3.6.9.12）,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎
f3ff8a64-34ff-4a65-855d-cf9105dce07f,TEIKI-967FCA22,RECEIVING,定期清掃（ワックス清掃） 1,定期清掃（ワックス清掃）,0.0,4,任天堂株式会社本社開発棟,70002342,ハウズビル不,年4回（2.5.8.11）,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
fecb2d51-8804-4d39-9070-9e619eec9ce0,TEIKI-A602F467,RECEIVING,定期清掃（ワックス清掃） 2,定期清掃（ワックス清掃）,33510.0,1,任天堂株式会社本社開発棟,70002342,ハウズビル不,,-,-,-,-,-,-,-,-,-,-,⚫︎,-
9556ae0a-c5b3-45ae-af19-440e498c4490,TEIKI-6A306FCC,RECEIVING,定期清掃（ワックス清掃） 3,定期清掃（ワックス清掃）,0.0,11,任天堂株式会社本社開発棟,70002342,ハウズビル不,年11回,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,-,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
c0981c3a-7027-431d-8161-50029039e576,TEIKI-582254FA,RECEIVING,剥離洗浄作業,剥離洗浄作業,0.0,3,任天堂株式会社本社開発棟,70002342,ハウズビル不,年3回（6.9.10）,-,-,⚫︎,-,-,⚫︎,⚫︎,-,-,-,-,-
494fb5fe-6096-4066-b631-80e60e58e126,TEIKI-19D26D33,RECEIVING,カーペット洗浄,カーペット洗浄,0.0,2,任天堂株式会社本社開発棟,70002342,ハウズビル不,"年2回（6.11）
6月　đơｎ　ｇｉá：　129，712
11月　đơｎ　ｇｉá：　24，297",-,-,⚫︎,-,-,-,-,⚫︎,-,-,-,-
08cc4d89-c8a9-4ba7-9110-1086f62b8bc5,TEIKI-2569C5F5,RECEIVING,ガラス清掃（外面）,ガラス清掃（外面）,15278.0,12,任天堂株式会社本社開発棟,70002342,ハウズビル不,1階ガラス（外面）,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
7fce441c-ef27-4dd0-9071-8f72e49f6d24,TEIKI-FB78E5C9,RECEIVING,ガラス清掃（内面）,ガラス清掃（内面）,15278.0,12,任天堂株式会社本社開発棟,70002342,ハウズビル不,1階ガラス（内面）,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
1ac05264-5ea0-415d-9bf8-c3390924b3aa,TEIKI-78801389,RECEIVING,バケット清掃,バケット清掃,70000.0,4,任天堂株式会社本社開発棟,70002342,ハウズビル不,年4回（2.5.8.11）,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
3ab1e30b-2062-4df8-a4db-553e7a4efabe,TEIKI-0E680211,RECEIVING,外壁ガラスタイル清掃,外壁ガラスタイル清掃,1550000.0,1,任天堂株式会社本社開発棟,70002342,ハウズビル不,,-,-,⚫︎,-,-,-,-,-,-,-,-,-
1855c363-60d3-4478-bdb2-37982e9f2b7e,TEIKI-08AEBB7A,RECEIVING,定期清掃,定期清掃,35000.0,3,ピアチェーレ文の里,70004426,ハウズビル不,3.7.11月（雑排水管Ｈ30.10.11月2回作業あり請求11月）,-,-,-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎
a5dc5ece-f1db-4647-9ea5-1791e1a15e61,TEIKI-A6F0C1C2,RECEIVING,定期清掃,定期清掃,35000.0,3,シャルマンフジ大阪城南,70004425,ハウズビル不,3.7.11月（雑排水管Ｈ30.9.10月2回作業請求10月で）,-,-,-,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎
fc3478f9-342a-49a0-a0ae-56b8bbefce78,TEIKI-885FF7E0,RECEIVING,ガラス清掃 1,ガラス清掃,60000.0,1,白百合グランドシャトー,70002388,ハウズビル不,"ビル不
照明・ガラス清掃",-,-,-,-,-,-,-,-,⚫︎,-,-,-
53a3e348-92b7-4afe-abd0-95c7352f69d2,TEIKI-A5C1311D,RECEIVING,害虫駆除点検業務,害虫駆除点検業務,28050.0,2,スポーツホールかがやき,41030146,ハウズビル不,"（害虫駆除を含む）月曜日省く　　ビル不
Ｈ30.9からハウズイング直",-,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎
470424c4-aea2-48a5-8b2d-75c65e260950,TEIKI-D1E36760,RECEIVING,ＧＨＰ空調フィルター清掃,ＧＨＰ空調フィルター清掃,225000.0,1,フォルテワジマ,70000199,ハウズ大阪,"（和歌山営業所）
年1回（4月のみ）10月確認",⚫︎,-,-,-,-,-,-,-,-,-,-,-
0d8f25f5-d5f0-4d3b-8e7f-8f6c8bee797f,TEIKI-74EA61F8,RECEIVING,定期清掃,定期清掃,53500.0,2,フォルテ北館ビル,70001636,ハウズ大阪南,"（和歌山営業所）
年2回（6.12月）",-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
08d53aae-dd16-4916-9e05-f94dd6feb083,TEIKI-BDB46F5A,RECEIVING,定期清掃 1,定期清掃,310000.0,1,コムズシティ野江Ｄ棟,41000763,ハウズ大阪,"←ＮＣよりＨＺへ
12月　đơｎ　ｇｉá：　2，019",-,-,-,-,-,-,-,-,⚫︎,-,-,-
e3560c56-64de-4304-9070-2ba4bcee0fbe,TEIKI-AE97236F,RECEIVING,定期清掃,定期清掃,45000.0,2,コンフォリア江坂広芝町,70002965,ハウズビル不,2020.2スタート,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎,-
b826f82b-71d3-4f45-9a8e-5549c6cbc7a8,TEIKI-4E6A463C,RECEIVING,定期清掃,定期清掃,25000.0,2,東大阪大治ビル,70002952,ハウズビル不,2020.4から,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
775c7262-352f-4210-98de-642fdc2850da,TEIKI-FB37B30B,RECEIVING,定期清掃,定期清掃,45000.0,2,ＴＡＴＳＵＭＩ緑地公園,70003052,ハウズ大阪北,5.11月,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
645de958-3956-48b2-8eff-f15ceec738e3,TEIKI-FEA85E52,RECEIVING,特別清掃作業費,特別清掃作業費,129000.0,1,新金岡Ｃ団地,41001370,ハウズ大阪,2020.12月あり,-,-,-,-,-,-,-,-,⚫︎,-,-,-
0e4821c8-a6a5-4af8-a1c3-4818102bb74d,TEIKI-0FA70DE5,RECEIVING,特別清掃 1,特別清掃,15000.0,2,ディナスティ緑地公園,41000689,ハウズ大阪北,,-,-,-,-,-,⚫︎,-,-,-,-,-,⚫︎
0dd8ef53-c7c0-46b1-8ad2-daa0f3b1abb2,TEIKI-8222DA63,RECEIVING,受水・高架水槽点検清掃,受水・高架水槽点検清掃,33600.0,1,プロジェクトビル,70001231,ハウズビル不,ウオッシュマン,⚫︎,-,-,-,-,-,-,-,-,-,-,-
bb30ca6a-4085-467c-90e9-5329a1666d7d,TEIKI-01B45809,RECEIVING,簡易専用水道検査 2,簡易専用水道検査,16000.0,1,プロジェクトビル,70001231,ハウズビル不,大阪水道総合,⚫︎,-,-,-,-,-,-,-,-,-,-,-
bb5039d0-7832-4003-8f61-ca9239eacc8b,TEIKI-CDBAB8F2,RECEIVING,定期清掃 1,定期清掃,22000.0,2,アービング池田桜通り,41000431,ハウズ大阪北,,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
765d96ab-a26f-4ae2-b9f6-74c5bb3c77aa,TEIKI-8BC80738,RECEIVING,植栽管理,植栽管理,400000.0,1,クレア・クレセント住之江,70001892,ハウズビル不,,-,-,-,-,-,⚫︎,-,-,-,-,-,-
47535b81-e5fb-41d7-85b7-593ab956abf7,TEIKI-CC4EE221,RECEIVING,特別清掃,特別清掃,15000.0,1,南茨木駅前ハイタウン,41000470,ハウズ大阪北,集会所,-,-,⚫︎,-,-,-,-,-,-,-,-,-
a838f27e-7e66-43a6-837f-8d3c05a41523,TEIKI-20F8306F,RECEIVING,特別清掃,特別清掃,50000.0,1,パデシオン山科夢ヶ丘,41001320,ハウズ京都,Ｈ30.3特掃あり,-,-,-,-,-,-,-,-,-,-,-,⚫︎
0d573dce-eea6-41f1-afa2-047ba3e14b7d,TEIKI-B5F3A928,RECEIVING,定期清掃（1Ｆ）,定期清掃（1Ｆ）,6000.0,6,内藤製薬株式会社,70002824,ハウズ大阪,"第三土曜指定
ビル不",⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-
e920255e-e34c-4d6e-9041-994f8c99754f,TEIKI-9F86C18B,RECEIVING,定期清掃,定期清掃,30000.0,4,ヴィヴィア関目,41000321,ハウズ大阪,,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
73139d10-cd7e-484d-8101-b93acd28dd44,TEIKI-B9A68B3C,RECEIVING,定期清掃（2Ｆ）,定期清掃（2Ｆ）,9000.0,2,内藤製薬株式会社,70002824,ハウズ大阪,第三土曜指定,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
17f47168-a8b0-4e15-8918-e2a78c66db84,TEIKI-D26ADFBD,RECEIVING,定期清掃,定期清掃,50000.0,2,五条久保田ビル,4503003,ハウズビル不,"実施確認書は大阪支店
1.7月（2020.3月作業あり）",-,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-
7b324bc8-8cf2-4a17-9e94-a26b41ee7b82,TEIKI-8A14C0A0,RECEIVING,フィルター清掃,フィルター清掃,18000.0,2,五条久保田ビル,4503003,ハウズビル不,"実施確認書は大阪支店
1.7月（2020.3月作業あり）",-,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-
47f3d61d-9a92-4503-82e5-9c372fbb46c4,TEIKI-25D67C59,RECEIVING,ガラス清掃,ガラス清掃,65000.0,1,五条久保田ビル,4503003,ハウズビル不,実施確認書は大阪支店,-,-,-,-,-,-,-,-,-,⚫︎,-,-
2308ab5e-38ff-4e11-b8aa-d3b7a0c63232,TEIKI-EC65B2B0,RECEIVING,定期清掃,定期清掃,40000.0,6,西長堀ビル,70003185,ハウズビル不,"ビル不ＡＹ作業　お知らせ不要
2020.12月より偶数月",⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-
e79e71a9-1e4f-4c4e-9664-1bbbbded1768,TEIKI-6F416212,RECEIVING,害虫駆除点検,害虫駆除点検,40000.0,2,東大阪市立児童文化スポーツセンター,70003191,ハウズビル不,"時間ＧＷＥＢへ入力
2020.12より自社作業6.12月→5.11月へ変更になりました。",-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
89ad1a00-bec6-4175-9760-e1037c4df522,TEIKI-0FE7F578,RECEIVING,噴水・池清掃業務,噴水・池清掃業務,100000.0,1,東大阪市立児童文化スポーツセンター,70003191,ハウズビル不,"時間ＧＷＥＢへ入力
業者が行く（アボーブ工房より請求来る）",-,-,-,-,-,-,-,⚫︎,-,-,-,-
5467bc67-cdd8-4c62-a5e4-c80e4354f599,TEIKI-6D5BB686,RECEIVING,年末特別清掃作業費,年末特別清掃作業費,38000.0,1,シティーコーポ住之江１号棟（ＥＡＳＴ）,41001082,ハウズ大阪,2021.12月作業あり,-,-,-,-,-,-,-,-,⚫︎,-,-,-
58ff858e-aad8-4908-8249-e8dfbff944f1,TEIKI-4F48D91C,RECEIVING,特別清掃,特別清掃,0.0,2,西道頓堀コーポ,41001475,ハウズ大阪,ＨＺ高畑様確認する,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
443ef179-9dfd-4c91-adbc-613ad96f9452,TEIKI-F0F0DCC9,RECEIVING,特別清掃 1,特別清掃,44000.0,1,サニークレスト桜井,41001458,ハウズ大阪南,202212月あり,-,-,-,-,-,-,-,-,⚫︎,-,-,-
327ee5b7-f941-4cc4-a682-015eb7d121b2,TEIKI-9B74314D,RECEIVING,特別清掃,特別清掃,145000.0,1,レイセニット城崎,41001011,ハウズ大阪,アシストワン,-,-,-,⚫︎,-,-,-,-,-,-,-,-
142741ab-3a19-4280-ae35-6f05d07ff22f,TEIKI-C238F521,RECEIVING,定期清掃,定期清掃,93000.0,1,ノバティながの南館,41001318,ハウズ大阪南,"（ＦＲＯＮＴＡＧＥ長野）ＡＹ
ＦＲＯＮＴＡＧＥ長野6／28　ＡＹ",-,-,-,-,-,-,-,-,⚫︎,-,-,-
00e7ab3c-f8bf-492f-ac3d-aeb10705a276,TEIKI-8809AD74,RECEIVING,フィルター清掃,フィルター清掃,69000.0,2,ユアサ大阪,41030168,ハウズビル不,報告書→ユアサへ,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
410282bc-1004-4638-9af4-39e41583fe43,TEIKI-FA7393C2,RECEIVING,定期清掃,定期清掃,40000.0,4,アンビエント瀬田レイクサイド,45000327,ハウズ京都,2023.8より作業月変更年6偶数➡4へ2.5.8.11月へ,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
25000250-3125-40dd-8816-f1e9b9ca102f,TEIKI-055677F0,RECEIVING,特別清掃,特別清掃,15000.0,2,アンビエント瀬田レイクサイド,45000327,ハウズ京都,5.11月へ,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-
f2a7392b-02cc-4973-8d84-c7df12f66109,TEIKI-2A15B59B,RECEIVING,定期清掃,定期清掃,40000.0,3,ディアステージ高の原,45000581,ハウズ京都,,⚫︎,-,-,-,⚫︎,-,-,-,⚫︎,-,-,-
eb4d2383-082c-4674-b1d7-f6d486312b11,TEIKI-BFE895F2,RECEIVING,特別清掃（外壁高圧洗浄）,特別清掃（外壁高圧洗浄）,12000.0,1,ディアステージ高の原,45000581,ハウズ京都,,-,-,-,-,-,⚫︎,-,-,-,-,-,-
753a2ee7-9691-409b-a188-f0fe52a9ddfa,TEIKI-CFFBDAE3,RECEIVING,定期清掃,定期清掃,68000.0,2,アンビエント東向日ベルクール,45000641,ハウズ京都,,⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
90937c35-653e-4899-8b2b-ef0459afbc62,TEIKI-3952C688,RECEIVING,定期清掃,定期清掃,55000.0,4,パサージュ彦根,45001096,ハウズ京都,,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-,-,⚫︎,-
35242f1f-8596-45b1-a37f-8abff002eb3b,TEIKI-D4F93EEF,RECEIVING,定期清掃,定期清掃,160000.0,6,グローバル堅田Ⅱ,45001246,ハウズ京都,2.5.6.8.9.10月,-,⚫︎,⚫︎,-,⚫︎,⚫︎,⚫︎,-,-,-,⚫︎,-
8058e582-63eb-4372-9e27-f6197585af7c,TEIKI-CC85131B,RECEIVING,定期清掃,定期清掃,69000.0,2,ライオンズマンション四条烏丸,45001494,ハウズ京都,火木で予定2024.6月➡8月へ変更,-,-,⚫︎,-,-,-,-,-,⚫︎,-,-,-
dc19290c-97e9-4423-a121-34fc1288f458,TEIKI-C04C1420,RECEIVING,定期清掃,定期清掃,48000.0,2,ライオンズマンション清水,45001487,ハウズ京都,"月木金　9－12：00
作業月確認",⚫︎,-,-,-,-,-,⚫︎,-,-,-,-,-
bc83f926-ccda-4b0a-8536-91f828e1e4da,TEIKI-2ADFA2A2,RECEIVING,定期清掃,定期清掃,40000.0,12,フォルム洛北,45001501,ハウズ京都,"水×
2021.7月から",⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎,⚫︎
a5339202-86de-4d17-a4d4-fa65e8bf62fc,TEIKI-533BE6DA,RECEIVING,定期清掃,定期清掃,70000.0,6,グランシティ京都Ⅰ番館,45001507,ハウズ京都,"水曜以外
2021.8月～",⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-,⚫︎,-
